X,Y,ASPI_ID,ASPI_pavadinimas,ASPI_grupe,Adresas,POINT_X,POINT_Y,Savivaldybe,Filtras_gyd,Filtras_visi,Filtras_slaug,Filtras_Pirm_laik,Filtras_Antr_laik,Filtras_Trec_laik,Pirm_visi,Pirm_gyd,Pirm_slaug,Antr_visi,Antr_gyd,Antr_slaug,Trec_visi,Trec_gyd,Trec_slaug,Pok_visi_eur,Pok_gyd_eur,Pok_slaug_eur,Pok_visi_proc,Pok_gyd_proc,Pok_slaug_proc,FID
24.569271,54.218079,65,VšĮ Varėnos ligoninė,1 - Visų šalies ASPĮ,"M. K. Čiurlionio g. 61, LT-65219 Varėna",24.5692710000001,54.2180790000001,Varėnos r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,846,1379,719,990,1649,897,1084,1787,949,238,408,230,28,30,32,65
23.119371,55.385316,66,VšĮ Raseinių ligoninė,1 - Visų šalies ASPĮ,"Ligoninės g. 4, LT-60127 Raseiniai",23.1193710000001,55.3853160000001,Raseinių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1226,2318,973,1427,2709,1174,1601,3082,1299,375,764,326,31,33,33,66
21.402099,55.709721,67,VšĮ Gargždų ligoninė,1 - Visų šalies ASPĮ,"Tilto g. 2, Gargždų m., LT-96137 Klaipėdos r.",21.4020990000001,55.7097210000001,Klaipėdos r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,974,1727,851,1069,1875,1020,1162,2029,1102,187,302,251,19,17,30,67
23.9627289483213,54.6307296632697,68,VšĮ Prienų ligoninė,1 - Visų šalies ASPĮ,"Pušyno g. 2, LT-59115 Prienai",23.9627289483213,54.6307296632697,Prienų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1007,1713,849,1168,1964,989,1245,2117,1062,238,404,213,24,24,25,68
25.4113515,55.22625,69,VšĮ Molėtų ligoninė,1 - Visų šalies ASPĮ,"Graužinių g. 3, Molėtai",25.4113515,55.2262500000001,Molėtų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,888,1763,652,1093,1944,904,1191,2139,930,303,376,278,34,21,43,69
23.983992,54.914022,70,VšĮ Kauno miesto poliklinika,1 - Visų šalies ASPĮ,"Pramonės pr. 31, LT-51270 Kaunas",23.9839920000001,54.9140220000001,Kauno m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1036,1525,802,1355,1998,1088,1593,2415,1318,557,890,516,54,58,64,70
26.15157,55.341414,71,VšĮ Ignalinos rajono poliklinika,1 - Visų šalies ASPĮ,"Ligoninės g. 13, LT-30112 Ignalina",26.1515700000001,55.341414,Ignalinos r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,877,1669,785,1026,1752,1008,1177,1905,1182,300,236,397,34,14,51,71
24.363891,55.736514,72,VšĮ Panevėžio raj. sav. poliklinika,1 - Visų šalies ASPĮ,"A. Jakšto g. 4, LT-35138 Panevėžys",24.363891,55.7365140000001,Panevėžio r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1179,2331,923,1378,2641,1114,1628,3127,1393,448,796,470,38,34,51,72
23.3132895,55.928529,73,VšĮ Šiaulių centro poliklinika,1 - Visų šalies ASPĮ,"Vytauto g. 101, LT-77156 Šiauliai",23.3132895000001,55.9285290000001,Šiaulių m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1213,2092,937,1490,2523,1199,1777,3036,1414,564,944,477,46,45,51,73
25.315668,54.710883,74,VšĮ Antakalnio poliklinika,1 - Visų šalies ASPĮ,"Antakalnio g. 59, 10207 Vilnius",25.3156680000001,54.7108830000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1613,2458,1289,2079,3281,1683,2362,3606,1937,750,1148,648,46,47,50,74
24.340698,55.730097,75,VšĮ Panevėžio miesto poliklinika,1 - Visų šalies ASPĮ,"Nemuno g. 75, LT-37355 Panevėžys",24.3406980000001,55.7300970000001,Panevėžio m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,999,1484,772,1164,1806,933,1520,2366,1229,521,882,457,52,59,59,75
25.472358,54.852894,76,VšĮ Vilniaus raj. Nemenčinės poliklinika,1 - Visų šalies ASPĮ,"Švenčionių g. 86, Nemenčinės m., LT-15168 Vilniaus r.",25.4723580000001,54.852894,Vilniaus r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1200,2156,1014,1337,2568,1130,1641,3040,1445,441,884,431,37,41,42,76
25.276932,54.68319,77,VšĮ Centro poliklinika,1 - Visų šalies ASPĮ,"Pylimo g. 3, LT-01117 Vilnius",25.2769320000001,54.6831900000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1330,1949,1145,1600,2379,1374,1957,2893,1662,627,944,517,47,48,45,77
25.248681,54.716202,78,VšĮ Šeškinės poliklinika,1 - Visų šalies ASPĮ,"Šeškinės g. 24, LT-07156 Vilnius",25.2486810000001,54.7162020000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1325,1811,1141,1769,2543,1658,2028,2814,1881,703,1003,740,53,55,65,78
24.758028,56.188818,79,VšĮ Biržų r. sav. poliklinika,1 - Visų šalies ASPĮ,"Vilniaus g. 117, LT-41115 Biržai",24.758028,56.188818,Biržų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,950,1845,735,1150,2242,905,1376,2586,1177,426,741,442,45,40,60,79
24.3575595,55.735614,80,VšĮ Panevėžio m. odontologijos poliklinika,1 - Visų šalies ASPĮ,"Respublikos g. 68, LT-35158 Panevėžys",24.3575595000001,55.7356140000001,Panevėžio m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1293,2079,879,1488,2423,998,1619,2375,1194,326,296,315,25,14,36,80
25.274898,54.660519,81,VšĮ Naujininkų poliklinika,1 - Visų šalies ASPĮ,"Dariaus ir Girėno g. 18, LT-02169 Vilnius",25.2748980000001,54.6605190000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1054,1627,884,1235,1930,1080,1473,2367,1286,419,740,402,40,46,45,81
25.2148432700001,54.6922561700001,82,VšĮ Karoliniškių poliklinika,1 - Visų šalies ASPĮ,"Loretos Asanavičiūtės g. 27A, LT-04318 Vilnius",25.2148432700001,54.6922561700001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1316,1986,1137,1638,2534,1441,1899,2937,1683,583,951,546,44,48,48,82
24.024591,54.402579,83,VšĮ Alytaus poliklinika,1 - Visų šalies ASPĮ,"Naujoji g. 48, LT-62381 Alytus",24.024591,54.4025790000001,Alytaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1227,1873,993,1535,2405,1295,1970,2970,1688,742,1097,695,61,59,70,83
25.23744,54.72234,84,VšĮ Vilniaus rajono centrinė poliklinika,1 - Visų šalies ASPĮ,"Laisvės pr. 79, LT-06122 Vilnius",25.23744,54.7223400000001,Vilniaus r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1355,2119,1263,1594,2477,1515,2002,3126,1860,648,1007,597,48,48,47,84
25.4091195,54.688293,85,VšĮ Naujosios Vilnios poliklinika,1 - Visų šalies ASPĮ,"V. Sirokomlės g. 8, LT-11200 Vilnius",25.4091195000001,54.6882930000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,951,1567,773,1192,2151,972,1474,2620,1102,523,1053,329,55,67,42,85
25.2081315,54.677313,86,VšĮ Lazdynų poliklinika,1 - Visų šalies ASPĮ,"Erfurto g. 15, LT-04220 Vilnius",25.2081315000001,54.6773130000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1200,1676,965,1543,2258,1225,2238,2850,1517,1038,1174,552,86,70,57,86
24.0396705,54.398682,87,VšĮ Alytaus raj. sav. GMP stotis,1 - Visų šalies ASPĮ,"Ligoninės g. 12, 62114 Alytus, Lietuva",24.0396705000001,54.3986820000001,Alytaus r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1174,0,1304,1317,0,1468,1779,0,1999,605,0,695,52,0,53,87
25.4122605,55.225359,88,VšĮ Molėtų raj. GMP centras,1 - Visų šalies ASPĮ,"Graužinių g. 13, Molėtai",25.4122605000001,55.2253590000001,Molėtų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1203,0,1319,1337,0,1482,1437,0,1627,234,0,308,19,0,23,88
23.3464995,54.554319,89,VšĮ Marijampolės GMP stotis,1 - Visų šalies ASPĮ,"P. Kriaučiūno g. 2, LT-68298 Marijampolė",23.3464995000001,54.5543190000001,Marijampolės sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1134,1147,1320,1298,0,1520,1425,3195,1598,291,2048,278,26,179,21,89
23.031711,54.955377,90,VšĮ Šakių GMP stotis,1 - Visų šalies ASPĮ,"Bažnyčios g. 37, LT-71123 Šakiai",23.031711,54.9553770000001,Šakių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1039,0,1039,1107,0,1130,1251,0,1402,212,0,363,20,0,35,90
23.542938,55.811196,91,VšĮ Radviliškio raj. GMP centras,1 - Visų šalies ASPĮ,"Gedimino g. 9, LT-82174 Radviliškis",23.5429380000001,55.8111960000001,Radviliškio r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1017,0,1092,1107,0,1244,1163,0,1286,146,0,194,14,0,18,91
22.868928759628,56.3197753875343,92,VšĮ Akmenės raj. GMP centras,1 - Visų šalies ASPĮ,"Žemaitijos g. 6, Naujoji Akmenė, LT-85138",22.868928759628,56.3197753875343,Akmenės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1081,0,1210,1173,0,1315,1198,0,1326,117,0,116,11,0,10,92
23.9576985,54.923517,93,VšĮ Kauno raj. GMP stotis,1 - Visų šalies ASPĮ,"Pakraščio g. 7, LT-49426, Kaunas",23.9576985000001,54.9235170000001,Kauno r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1223,1584,1366,1504,2211,1716,1946,2845,2304,723,1261,938,59,80,69,93
21.826719,55.898496,94,VšĮ Plungės raj. GMP,1 - Visų šalies ASPĮ,J.Tumo-Vaižganto g.91 Plungė,21.8267190000001,55.8984960000001,Plungės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1069,0,1186,1230,0,1441,1241,0,1481,172,0,295,16,0,25,94
23.3132895,55.928529,95,VšĮ Šiaulių GMP stotis,1 - Visų šalies ASPĮ,"Vytauto g. 101, LT-77156 Šiauliai",23.3132895000001,55.9285290000001,Šiaulių m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1115,1696,1217,1324,2093,1497,1458,2281,1652,343,585,435,31,34,36,95
23.119848,55.386108,96,VšĮ Raseinių raj. GMP stotis ,1 - Visų šalies ASPĮ,"V. Grybo g. 23, Raseiniai",23.1198480000001,55.386108,Raseinių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1017,0,1116,1133,0,1243,1262,0,1433,245,0,317,24,0,28,96
24.429321,54.853884,97,VšĮ Kaišiadorių GMP stotis,1 - Visų šalies ASPĮ,"Beržyno g. 27, Kaišiadorys, LT-56172",24.4293210000001,54.8538840000001,Kaišiadorių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1174,1738,1339,1375,2040,1562,1457,2039,1675,283,301,336,24,17,25,97
22.344759,56.31597,98,VšĮ Mažeikių GMP centras,1 - Visų šalies ASPĮ,"J. Basanavičiaus g. 24, LT-89217 Mažeikiai",22.3447590000001,56.3159700000001,Mažeikių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1204,0,1390,1338,0,1547,1366,0,1609,163,0,219,14,0,16,98
23.9846805,54.915102,99,VšĮ Kauno m. GMP stotis,1 - Visų šalies ASPĮ,"Pramonės pr. 33, LT-51271 Kaunas",23.9846805,54.915102,Kauno m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1044,1329,1132,1179,1649,1271,1343,1894,1483,299,565,351,29,43,31,99
21.1417785,55.697256,100,VšĮ Klaipėdos GMP stotis,1 - Visų šalies ASPĮ,"Jurginų g. 33, LT-91206 Klaipėda",21.1417785000001,55.697256,Klaipėdos m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1371,1711,1491,1542,1995,1664,1638,2146,1754,266,435,263,19,25,18,100
23.6277,56.23218,101,VšĮ Joniškio raj. sav. GMP stotis,1 - Visų šalies ASPĮ,"Pašvitinio g. 21, LT-84152 Joniškis",23.6277000000001,56.23218,Joniškio r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,887,0,927,1032,0,1133,1112,0,1247,225,0,320,25,0,35,101
24.3546056084073,55.7299489128733,102,VšĮ Panevėžio m. GMP stotis ,1 - Visų šalies ASPĮ,"Sietyno g. 5B, LT-35196 Panevėžys",24.3546056084073,55.7299489128733,Panevėžio m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1103,1536,1181,1353,2153,1437,1604,2572,1716,501,1036,535,45,67,45,102
21.529962,56.273382,103,VšĮ Skuodo GMP stotis,1 - Visų šalies ASPĮ,"Šatrijos g. 5, LT-98114 Skuodas",21.5299620000001,56.273382,Skuodo r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1125,1730,1234,1252,1769,1410,1256,0,1393,131,-1730,159,12,-100,13,103
24.270381,55.079442,104,VšĮ Jonavos GMP stotis,1 - Visų šalies ASPĮ,"Žeimių g. 19, LT-55134 Jonava",24.2703810000001,55.079442,Jonavos r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1234,0,1328,1427,0,1622,1500,0,1627,266,0,299,22,0,23,104
25.215462,54.704601,105,VšĮ Vilniaus GMP stotis,1 - Visų šalies ASPĮ,"Justiniškių g. 14C-1, LT-05131 Vilnius",25.2154620000001,54.7046010000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1333,2115,1561,1579,2486,1841,1761,2852,2058,429,737,497,32,35,32,105
24.00372,54.888669,106,VšĮ Kauno slaugos ligoninė,1 - Visų šalies ASPĮ,"Armatūrininkų g. 4, LT-52372 Kaunas",24.0037200000001,54.8886690000001,Kauno m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,938,1645,1101,1071,2811,1163,0,0,0,0,0,0,0,0,0,106
23.980392,54.885402,107,VšĮ K. Griniaus slaugos ir palaikomojo gydymo ligoninė,1 - Visų šalies ASPĮ,"Kruonio g. 21, LT-45370, LT-45370 Kaunas",23.9803920000001,54.8854020000001,Kauno m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,945,1656,1031,931,1798,1125,1123,2083,1331,178,427,300,19,26,29,107
21.13497,55.715787,108,VšĮ Klaipėdos medicininės slaugos ligoninė,1 - Visų šalies ASPĮ,"K. Donelaičio g. 15, LT-92141 Klaipėda",21.1349700000001,55.7157870000001,Klaipėdos m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1148,2029,1112,1350,2472,1341,1542,2806,1737,393,777,625,34,38,56,108
23.321502,55.927026,109,VšĮ Šiaulių ilgalaikio gydymo ir geriatrijos centras,1 - Visų šalies ASPĮ,"Vilniaus g. 125, LT-76354 Šiauliai",23.321502,55.9270260000001,Šiaulių m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1115,3505,1181,1279,3754,1324,1341,3891,1478,226,386,297,20,11,25,109
24.5929005,54.483282,110,VšĮ Onuškio palaikomojo gyd.ligoninė,1 - Visų šalies ASPĮ,"K. Petrausko a. 16, Onuškis, LT-21214 Trakų r.",24.5929005000001,54.4832820000001,Trakų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,996,2338,1004,1159,2278,1310,1207,2751,1414,210,413,410,21,18,41,110
25.243101,54.66528,111,VšĮ Vilkpėdės ligoninė,1 - Visų šalies ASPĮ,"Vilkpėdės g. 3, LT-03151 Vilnius",25.2431010000001,54.6652800000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,968,1660,976,1039,1699,1043,1113,1823,1117,145,163,141,15,10,14,111
24.3688995,55.73169,112,VšĮ Panevėžio palaikomojo gydymo ir slaugos ligoninė,1 - Visų šalies ASPĮ,"M. Tiškevičiaus g. 6, LT-35143 Panevėžys",24.3688995000001,55.7316900000001,Panevėžio m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,990,2796,1081,1208,3140,1436,1257,3189,1501,267,393,420,27,14,39,112
23.985288,54.872676,113,VšĮ Kauno Panemunės slaugos ir palaikomojo gydymo ligoninė,1 - Visų šalies ASPĮ,"Raudonojo Kryžiaus g. 1, LT-45379 Kaunas",23.9852880000001,54.8726760000001,Kauno m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,922,1725,1098,984,2015,1272,0,0,0,0,0,0,0,0,0,113
25.315119,54.709074,114,VšĮ Šv. Roko ligoninė,1 - Visų šalies ASPĮ,"Klinikų g. 2, LT-10207 Vilnius",25.315119,54.7090740000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,825,1485,922,947,1546,1074,1076,1759,1239,252,274,317,30,18,34,114
21.9083085,55.138437,115,"Pagėgių palaikomojo gydymo, slaugos ir senelių globos namai",1 - Visų šalies ASPĮ,"Žemaičių g. 7, Pagėgių m., Pagėgių sen., Pagėgių sav., LT-99290",21.9083085,55.1384370000001,Pagėgių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,900,2458,793,1013,3440,815,1281,2484,1266,381,26,473,42,1,60,115
22.5865305,55.405413,116,VšĮ Skaudvilės palaikomojo gydymo ir slaugos ligoninė,1 - Visų šalies ASPĮ,"Vilniaus g. 14, Skaudvilės m., LT-73436 Tauragės r.",22.5865305000001,55.4054130000001,Tauragės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,851,2033,954,958,2465,1062,1023,2904,1167,172,871,213,20,43,22,116
25.608168,55.498266,117,VšĮ Šv. Klaros palaikomojo gydymo ir slaugos ligoninė,1 - Visų šalies ASPĮ,"S. Dariaus ir S. Girėno g. 14, LT-28240 Utena",25.608168,55.4982660000001,Utenos r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,907,1629,964,1139,1815,1261,1146,1935,1300,239,306,336,26,19,35,117
25.3182105,54.71856,118,VšĮ Rastis,1 - Visų šalies ASPĮ,"M. K. Oginskio g. 3, LT-10219 Vilnius",25.3182105000001,54.7185600000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,847,1508,290,1083,1497,468,855,937,777,8,-571,487,1,-38,168,118
25.590438,55.509408,119,VšĮ Sveikatą į namus,1 - Visų šalies ASPĮ,"Aukštakalnio g. 3, LT-28151 Utena",25.5904380000001,55.5094080000001,Utenos r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,650,991,568,703,1240,751,998,1038,836,348,47,268,54,5,47,119
24.9811247088315,54.5069018447265,120,VšĮ Paluknio ambulatorija,1 - Visų šalies ASPĮ,"Sveikatos g. 2, 21168 Paluknys, Trakų r. sav.",24.9811247088315,54.5069018447265,Trakų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,728,1042,519,794,1088,641,894,1241,688,166,199,169,23,19,32,120
22.704669,55.260333,121,VšĮ Eržvilko PSPC,1 - Visų šalies ASPĮ,Piliakalnio g. 2 Eržvilko mst. Jurbarko r. LT-74285,22.7046690000001,55.2603330000001,Jurbarko r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,755,1243,554,972,1449,794,1147,1727,984,392,484,430,52,39,78,121
22.391109,55.068939,122,VšĮ Viešvilės ambulatorija,1 - Visų šalies ASPĮ,"Klaipėdos g. 59, Viešvilė, LT-74235 Jurbarko r.",22.3911090000001,55.0689390000001,Jurbarko r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1343,2086,880,1258,2039,955,1311,2127,1034,-32,41,154,-2,2,17,122
23.182308,54.951723,123,VšĮ Lukšių ambulatorija,1 - Visų šalies ASPĮ,"Ežero g. 3A, Lukšiai, LT-71179 Šakių r.",23.182308,54.9517230000001,Šakių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,870,1258,790,1313,1651,942,1552,1844,1173,682,586,383,78,47,48,123
23.0069385,56.241729,124,VšĮ Kruopių ambulatorija,1 - Visų šalies ASPĮ,"Papilės g. 8, Kruopiai, LT-85213 Akmenės r.",23.0069385000001,56.2417290000001,Akmenės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1280,2369,944,1656,3397,1214,2271,3893,1612,991,1524,668,77,64,71,124
21.868668,55.366758,125,VšĮ Vainuto ambulatorija,1 - Visų šalies ASPĮ,"Baranausko g. 28, Vainutas, Šilutės raj., LT-99431",21.8686680000001,55.3667580000001,Šilutės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,879,1544,687,1090,1943,856,1109,2201,786,230,657,99,26,43,14,125
23.499261,54.982368,126,VšĮ Lekėčių ambulatorija,1 - Visų šalies ASPĮ,"Kauno g. 15D, Lekėčių mstl., LT-71226 Šakių r.",23.4992610000001,54.9823680000001,Šakių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1271,1366,994,1427,1585,1170,1735,2332,1428,464,966,434,37,71,44,126
23.4160785,55.07928,127,VšĮ Seredžiaus ambulatorija,1 - Visų šalies ASPĮ,"S. Šimkaus g. 5A, Seredžius, Jurbarko r.",23.4160785000001,55.0792800000001,Jurbarko r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,938,1536,700,998,1732,768,1115,1803,967,177,267,267,19,17,38,127
24.5884995,54.482301,128,VšĮ Onuškio PSPC,1 - Visų šalies ASPĮ,"Daugų g. 2, Onuškis, LT-21025 Trakų r.",24.5884995000001,54.4823010000001,Trakų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,900,1580,708,1186,2477,886,1362,2821,1114,462,1241,406,51,79,57,128
25.277778,54.751788,2,VšĮ VUL Santaros klinikos,2 - Universiteto ligoninės,"Santariškių g. 2, LT-08406 Vilnius",25.2777780000001,54.7517880000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1357,2239,1230,1610,2704,1480,1752,2971,1621,394,732,391,29,33,32,129
